price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_group
779000,3,1.75,2320,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,8
262000,1,0.75,520,12981,1.0,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,1
957000,5,3.25,3160,5000,2.0,0,2,3,10,2180,980,2005,0,98199,47.6464,-122.405,3160,5746,9
340000,2,1.0,1280,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,2
402000,3,3.5,1240,1666,2.0,0,0,3,7,1000,240,2008,0,98136,47.5496,-122.388,1110,1027,4
520000,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,6
618000,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,7
750000,4,3.25,2050,5000,2.0,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,1720,5000,8
650000,2,2.5,1470,690,3.0,0,3,3,8,1470,0,2008,0,98103,47.6523,-122.346,1480,1284,7
268000,3,1.75,1970,10270,1.0,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,8400,1
339000,3,1.5,1740,21980,1.0,0,0,4,7,1740,0,1973,0,98042,47.3644,-122.132,1400,16100,2
280000,4,2.0,1710,5440,1.0,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,1620,6696,1
380000,3,2.0,2010,16736,2.0,0,0,4,6,2010,0,1929,0,98133,47.7643,-122.352,1890,11477,3
358000,3,2.25,1610,6655,2.0,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529,3
1430000,5,4.25,3350,3600,2.0,0,0,3,10,2260,1090,2014,0,98119,47.6351,-122.364,1810,3600,9
209950,4,1.0,1630,8400,1.0,0,0,3,6,1630,0,1962,0,98023,47.3052,-122.362,1190,8989,0
260000,3,1.75,1340,8000,1.0,0,0,3,7,1340,0,1980,0,98038,47.3651,-122.044,1690,8000,1
579000,3,2.5,2300,18540,1.0,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2460,18540,6
650000,3,1.75,1940,10245,1.0,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,7
562500,5,2.75,2920,6327,2.0,0,0,3,8,2920,0,2007,0,98059,47.4935,-122.145,2520,5026,6
430000,3,1.75,1200,4500,1.0,0,0,5,7,1200,0,1906,0,98108,47.5553,-122.316,1340,4500,4
329000,4,2.0,1190,7877,1.5,0,0,5,7,1190,0,1946,0,98155,47.7538,-122.322,1480,9975,2
550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000,6
650000,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,98144,47.5876,-122.292,2450,6000,7
675000,3,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794,7
455000,2,1.0,1170,6000,1.0,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002,5
665000,6,3.0,2480,9720,2.0,0,0,3,8,2480,0,1972,0,98007,47.6127,-122.145,2480,9200,7
780000,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.6452,-122.352,1210,4000,8
450000,4,2.5,1900,9240,1.0,0,0,3,7,1900,0,1962,0,98007,47.6167,-122.137,2040,8052,4
1005000,5,2.0,2440,3080,2.0,0,0,4,8,2440,0,1910,0,98112,47.6242,-122.306,1640,3077,9
510000,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565,5
515000,4,2.25,2200,6967,2.0,0,0,3,8,2200,0,1986,0,98011,47.7355,-122.202,1970,7439,5
263000,3,1.75,1570,7775,2.0,0,0,3,7,1570,0,1982,0,98031,47.3876,-122.216,1580,8622,1
799950,3,2.25,1860,1386,3.0,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080,8
285000,3,2.0,1460,6377,1.0,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250,1
449000,4,2.0,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,4
205000,4,2.0,2200,13320,1.0,0,0,3,6,1100,1100,1944,0,98168,47.481,-122.292,1330,6099,0
553000,3,1.0,1310,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113,2150,18135,6
1600000,3,2.5,3160,12824,1.0,0,2,4,9,1820,1340,1966,0,98004,47.6151,-122.216,3390,11985,9
442500,4,2.25,1840,7575,1.0,0,0,4,7,1390,450,1973,0,98034,47.7328,-122.198,1820,7500,4
1309500,4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,9
450000,3,2.0,1510,43560,1.0,0,0,3,7,1510,0,1954,0,98077,47.7218,-122.079,2060,67756,4
760000,3,1.75,1410,15120,1.0,0,0,4,7,1410,0,1950,0,98004,47.5974,-122.195,1880,15120,8
705000,4,3.0,3150,9318,2.0,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,9318,8
811000,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,8
414000,3,2.5,1790,3754,2.0,0,0,3,8,1790,0,2013,0,98065,47.534,-121.841,1800,3393,4
479950,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,2008,0,98107,47.6714,-122.392,1280,1295,5
2000000,3,3.25,2610,16387,2.0,1,4,3,9,2610,0,2006,0,98125,47.7175,-122.278,2590,12958,9
367000,3,2.5,2260,93218,1.0,0,2,4,6,2260,0,1998,0,98022,47.2582,-121.935,2180,111078,3
589000,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,6
199000,4,1.0,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,0
608000,3,1.5,2240,3750,1.0,0,0,3,7,1220,1020,1952,0,98103,47.6624,-122.336,1570,3400,7
495000,3,2.25,1780,8050,1.0,0,0,4,7,1230,550,1979,0,98052,47.6977,-122.126,1780,7200,5
385000,4,3.0,2253,7700,2.0,0,0,3,7,2253,0,1957,2014,98198,47.3935,-122.3,1786,9052,3
284000,3,2.5,1660,4083,2.0,0,0,3,7,1660,0,2013,0,98038,47.3595,-122.045,1800,4087,1
437500,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,4
443600,3,2.5,1430,1056,3.0,0,0,3,8,1430,0,2003,0,98117,47.684,-122.388,1310,2135,4
790000,3,2.75,2460,3600,2.0,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600,8
778000,3,2.25,2260,33080,1.0,0,0,5,9,1690,570,1974,0,98005,47.6386,-122.183,3020,35291,8
1285000,4,3.5,3440,3800,3.0,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800,9
385000,3,1.75,1300,7030,1.0,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650,3
662500,6,2.25,2450,25600,1.0,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,10230,7
610000,3,2.5,2260,33042,1.0,0,0,3,9,1660,600,1986,0,98077,47.7634,-122.086,2600,40115,7
476000,3,2.5,1440,3840,2.0,0,0,3,7,1440,0,2001,0,98053,47.6873,-122.043,1600,3131,5
365000,3,1.5,1640,8301,1.0,0,0,3,7,1290,350,1958,0,98155,47.7443,-122.327,1640,8955,3
245000,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,0
585000,6,3.0,3870,43787,2.0,0,0,3,8,2700,1170,1976,0,98077,47.7642,-122.098,2600,35381,6
278800,4,2.5,2440,7797,1.0,0,0,3,8,1560,880,1965,0,98031,47.3895,-122.222,2090,8100,1
285000,4,3.0,1900,7194,2.0,0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,1
320000,3,2.5,1680,4584,2.0,0,0,3,7,1680,0,2003,0,98056,47.4794,-122.182,2160,4621,2
524950,2,2.5,1830,2856,2.0,0,0,3,7,1830,0,2005,0,98029,47.5524,-121.996,1850,2667,6
725000,4,2.5,3300,28433,2.0,0,0,3,9,3300,0,1998,0,98059,47.5072,-122.112,3550,26386,8
745000,3,2.75,3010,12432,1.0,0,0,4,8,1890,1120,1970,0,98052,47.6392,-122.108,2500,12432,8
465000,5,1.5,1830,9000,1.0,0,2,3,7,1030,800,1955,0,98155,47.7488,-122.292,2610,11175,5
443000,3,2.5,1780,2778,2.0,0,0,3,8,1530,250,2007,0,98126,47.5487,-122.372,1380,1998,4
210000,3,1.0,1520,8600,1.0,0,0,3,6,1040,480,1951,0,98168,47.5134,-122.335,1320,8600,0
344200,4,2.5,2490,5812,2.0,0,0,3,8,2490,0,2000,0,98042,47.3875,-122.155,2690,6012,2
299900,3,2.25,1560,35026,1.0,0,0,3,7,1290,270,1985,0,98092,47.3023,-122.069,1660,35160,2
615000,3,1.75,2110,56192,1.0,0,0,3,7,1480,630,1978,0,98072,47.7701,-122.138,2570,46609,7
270000,3,2.25,1760,8287,1.0,0,0,3,7,1160,600,1986,0,98188,47.4501,-122.274,1290,9587,1
315000,3,1.75,1410,15134,1.0,0,0,3,7,1410,0,1980,0,98014,47.6931,-121.921,1770,15337,2
645000,3,2.5,2120,196995,1.0,0,1,3,9,2120,0,1997,0,98070,47.4089,-122.459,1304,92423,7
685000,3,3.25,2030,11070,2.0,0,0,4,8,2030,0,1980,0,98052,47.6478,-122.117,2450,11070,7
910000,4,2.5,3170,32430,2.5,0,0,3,10,3170,0,1989,0,98053,47.6903,-122.056,3360,35610,9
354000,3,1.0,1130,11250,1.0,0,0,3,7,1130,0,1965,0,98034,47.7254,-122.227,1410,11250,3
485000,3,2.5,3110,9015,2.0,0,0,3,9,3110,0,1990,0,98058,47.4369,-122.147,2650,8960,5
450000,3,2.25,1940,8312,1.0,0,1,4,7,1220,720,1963,0,98166,47.4556,-122.346,2060,9503,4
750000,3,2.5,2390,6550,1.0,0,2,4,8,1440,950,1955,0,98116,47.5714,-122.408,2010,6550,8
499000,2,1.0,1450,3090,2.0,0,0,3,7,1450,0,1919,1987,98103,47.6853,-122.356,1450,4635,5
290000,2,1.0,960,4000,1.0,0,0,3,6,960,0,1918,0,98118,47.5554,-122.267,1210,4000,1
415000,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1995,0,98103,47.6969,-122.35,1360,2190,4
271115,2,1.5,830,1325,2.0,0,0,3,7,830,0,2005,0,98136,47.5472,-122.384,1310,1485,1
662700,2,1.5,2440,6900,2.0,0,0,3,7,1590,850,1910,0,98118,47.5568,-122.271,1770,6900,7
525000,3,2.75,2100,10362,2.0,0,0,3,9,1510,590,1998,0,98045,47.4347,-121.417,2240,11842,6
433000,4,1.5,1550,5053,1.0,0,0,4,7,1180,370,1963,0,98118,47.5499,-122.274,1450,5639,4
490000,3,1.0,960,5750,1.0,0,0,3,7,960,0,1951,0,98116,47.5689,-122.393,1520,5750,5
310000,3,2.0,2610,12180,1.0,0,0,3,7,1670,940,1918,0,98146,47.5063,-122.346,1520,12180,2
554500,3,2.25,1880,6565,1.0,0,0,4,8,1420,460,1972,0,98008,47.6396,-122.113,2060,7280,6
465000,5,2.5,2550,6405,2.0,0,0,3,7,2550,0,2008,0,98065,47.5191,-121.869,2190,5900,5
355000,4,2.75,3000,5470,2.0,0,0,3,8,3000,0,2005,0,98038,47.3613,-122.038,2420,4891,3
222900,2,1.0,860,5800,1.0,0,0,5,5,860,0,1942,0,98056,47.4979,-122.183,900,6000,0
257000,5,2.75,2930,10148,2.0,0,0,3,9,2930,0,2002,0,98059,47.4887,-122.145,2930,8425,1
479000,2,2.25,1330,1380,2.0,0,0,3,8,1060,270,2005,0,98116,47.577,-122.41,1580,4802,5
545000,3,1.75,1700,5750,1.5,0,2,5,7,1450,250,1925,0,98126,47.5643,-122.38,1700,5750,6
870000,4,3.0,4500,21780,2.0,0,2,3,9,3040,1460,1980,0,98040,47.5581,-122.213,3540,20473,8
1050000,4,3.0,3080,10757,2.0,0,3,5,8,3080,0,1961,0,98006,47.5671,-122.159,2810,10757,9
745000,4,2.75,2410,5650,1.5,0,0,5,8,2070,340,1909,0,98116,47.5651,-122.391,1960,5650,8
670000,3,2.5,2050,6420,1.0,0,3,3,8,1730,320,1956,0,98116,47.5708,-122.405,2370,7620,7
519000,5,2.25,2570,13054,1.0,0,1,3,8,1470,1100,1950,1992,98166,47.4487,-122.352,2570,19807,6
1648000,4,3.5,4610,12500,2.0,0,2,3,11,4610,0,2003,0,98033,47.6508,-122.203,2340,11538,9
725000,3,2.5,2620,28703,1.0,0,0,3,10,2620,0,1985,0,98052,47.7238,-122.114,2950,30290,8
560000,4,2.5,2520,11240,1.0,0,0,3,8,1440,1080,1977,0,98052,47.6748,-122.144,2360,10345,6
643403,3,2.5,2350,9648,1.0,0,0,4,9,2350,0,1966,0,98008,47.6156,-122.108,2320,10512,7
415000,3,1.5,1510,16800,1.0,0,0,5,8,1510,0,1956,0,98133,47.751,-122.338,1560,7276,4
445000,3,2.5,1740,22089,1.0,0,0,4,8,1130,610,1977,0,98070,47.3948,-122.435,2000,24925,4
184500,2,1.0,720,5880,1.0,0,0,3,6,720,0,1940,0,98178,47.5056,-122.27,1440,7200,0
530000,4,2.75,2450,15002,1.0,0,0,5,9,2450,0,1974,0,98166,47.4268,-122.343,2650,15055,6
547000,5,2.5,2200,4080,1.5,0,0,5,7,1420,780,1916,0,98103,47.6872,-122.35,1300,4080,6
620000,3,1.75,2140,5808,1.0,0,1,3,7,1070,1070,1947,0,98119,47.6435,-122.373,1930,5808,7
319900,3,1.5,1140,20383,1.0,0,0,3,7,840,300,1985,0,98045,47.4755,-121.758,1200,15625,2
1065000,5,3.25,3370,7947,2.0,0,0,3,10,3370,0,2001,0,98033,47.6906,-122.202,2040,7900,9
750000,2,2.0,2180,21392,2.0,0,0,3,8,2180,0,1934,1979,98034,47.7162,-122.246,2890,22000,8
274000,5,1.0,1680,9383,1.0,0,0,3,7,1400,280,1929,0,98155,47.7523,-122.311,1680,9458,1
652600,4,2.5,2220,5900,2.0,0,0,3,8,2220,0,2014,0,98117,47.6956,-122.36,1620,5900,7
229950,3,0.75,1030,12700,1.0,0,0,4,5,1030,0,1944,0,98032,47.3877,-122.236,1140,6955,0
492000,2,1.0,1290,6272,1.0,0,0,4,6,890,400,1922,0,98115,47.6777,-122.305,1260,5376,5
205000,4,1.75,1850,65340,1.5,0,0,4,7,1850,0,1972,0,98042,47.3468,-122.11,1750,40946,0
540500,5,3.75,3090,7415,2.0,0,0,3,8,3090,0,2014,0,98166,47.435,-122.329,2790,7425,6
523460,5,1.75,1890,5000,1.5,0,0,3,7,1090,800,1906,0,98107,47.6711,-122.372,1610,5000,6
425000,3,2.75,3370,13929,2.0,0,0,3,9,2650,720,1986,0,98092,47.3411,-122.197,2150,14048,4
205000,3,1.75,1170,8239,1.0,0,0,3,7,1170,0,1981,0,98042,47.3679,-122.088,1180,7866,0
988000,3,1.75,2190,3800,1.5,0,2,4,8,2190,0,1923,0,98109,47.643,-122.355,2190,3880,9
384000,3,2.25,1430,800,2.0,0,0,3,8,1140,290,2011,0,98136,47.5477,-122.388,1430,1387,3
611000,3,2.5,2134,1984,2.5,0,0,3,8,2134,0,2008,0,98027,47.5402,-122.027,2170,1984,7
575000,3,1.75,1720,5956,2.0,0,0,3,8,1720,0,1981,0,98033,47.6875,-122.202,1620,9324,6
415000,4,1.75,2230,9625,1.0,0,4,3,8,1180,1050,1955,0,98178,47.508,-122.244,2300,8211,4
635000,4,1.75,2460,7560,2.0,0,0,4,8,2460,0,1952,0,98177,47.7256,-122.367,2760,8918,7
754950,3,2.5,2610,7256,2.0,0,0,3,9,2610,0,2014,0,98033,47.695,-122.18,2610,7206,8
562000,4,2.25,2170,7007,1.0,0,0,3,8,1540,630,1974,0,98033,47.672,-122.169,2040,7700,6
365000,3,2.5,2200,9696,2.0,0,0,3,8,2200,0,1987,0,98031,47.4197,-122.205,2200,9915,3
430000,4,3.75,2452,4800,2.0,0,0,3,7,2452,0,1936,1994,98055,47.4744,-122.213,1180,4800,4
746300,3,1.75,2060,5721,1.0,0,2,3,9,1140,920,1964,0,98136,47.5268,-122.388,2060,8124,8
510000,6,4.5,3300,7480,2.0,0,0,3,8,3300,0,1980,0,98052,47.6796,-122.104,2470,7561,5
1545000,4,2.25,2640,3000,2.0,0,0,3,7,2080,560,1908,0,98109,47.6313,-122.344,1910,3000,9
450000,3,2.5,1530,762,2.0,0,0,3,8,1050,480,2007,0,98119,47.642,-122.374,1610,1482,4
310000,3,1.0,1990,7173,1.0,0,0,3,7,1990,0,1972,0,98034,47.7116,-122.213,1320,7245,2
399950,3,1.0,1040,9600,1.0,0,0,3,7,1040,0,1978,0,98053,47.6738,-122.063,1370,10889,3
355000,3,2.25,2550,9674,1.0,0,0,3,7,1850,700,1959,0,98178,47.4856,-122.247,2240,9674,3
368888,3,1.5,1490,12186,1.0,0,0,4,7,1490,0,1950,0,98155,47.7739,-122.322,1180,14285,3
615500,3,1.5,1810,5080,1.0,0,0,3,7,1030,780,1958,0,98115,47.6819,-122.287,1780,7620,7
440000,3,2.0,1650,6408,2.0,0,0,4,8,1650,0,1977,0,98052,47.6638,-122.128,1750,6402,4
426000,3,1.0,1130,9147,1.0,0,0,5,7,1130,0,1952,0,98033,47.7006,-122.197,1930,9906,4
733000,5,2.75,2880,4425,2.0,0,0,3,8,2880,0,2005,0,98052,47.7048,-122.109,2940,6581,8
1100000,2,1.75,2050,11900,1.0,0,0,4,8,2050,0,1950,0,98004,47.6209,-122.219,2980,11900,9
