id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2112700370,20140813T000000,199400,2,1.0,880,4000,1.0,0,0,4,6,880,0,1916,0,98106,47.5331,-122.352,1430,4000
1423049019,20140523T000000,90000,2,1.0,580,7500,1.0,0,0,3,5,580,0,1943,0,98178,47.4852,-122.251,1700,11250
3518000180,20141120T000000,179950,2,1.0,1100,7323,1.0,0,0,3,7,780,320,1982,0,98023,47.2874,-122.37,1410,7227
4239410220,20150402T000000,210000,2,1.0,1520,4700,2.0,0,0,4,7,1520,0,1978,0,98092,47.3187,-122.182,1140,3906
3353401710,20140923T000000,227950,3,1.5,1670,8230,1.0,0,0,5,7,1670,0,1954,0,98001,47.2613,-122.255,2077,4910
7227500740,20141107T000000,217000,2,1.0,720,4760,1.0,0,0,5,5,720,0,1942,0,98056,47.496,-122.186,840,4760
9320901250,20140910T000000,133400,3,1.0,900,2550,1.0,0,0,4,6,900,0,1978,0,98023,47.3036,-122.363,1120,2550
7941500170,20141202T000000,219000,3,1.0,970,7790,1.0,0,0,3,6,970,0,1967,0,98003,47.3165,-122.325,1150,8160
7203601405,20150414T000000,217000,2,1.0,730,2400,1.0,0,1,3,4,730,0,1934,0,98198,47.35,-122.322,1220,4382
1355000220,20150119T000000,243000,3,1.75,1200,8034,1.0,0,0,5,7,1200,0,1975,0,98031,47.4135,-122.18,1270,7600
5053300015,20150121T000000,212000,2,1.0,1070,7386,1.0,0,0,3,6,1070,0,1949,0,98108,47.5434,-122.298,1330,6351
3830210220,20140908T000000,210000,3,1.0,1200,7200,1.0,0,0,3,6,1200,0,1977,0,98030,47.3746,-122.183,1200,7420
2895200150,20141013T000000,230000,3,2.0,1410,10625,1.0,0,0,3,7,1410,0,1980,0,98042,47.3649,-122.117,1410,9744
1555200180,20140827T000000,225000,4,1.0,1410,7000,1.5,0,0,3,7,1410,0,1963,0,98032,47.3767,-122.287,1540,7000
1423400160,20140618T000000,230000,2,1.0,1080,9435,1.0,0,0,3,6,1080,0,1958,0,98058,47.459,-122.181,1200,9210
316000145,20150325T000000,235000,4,1.0,1360,7132,1.5,0,0,3,6,1360,0,1941,0,98168,47.5054,-122.301,1280,7175
2320069248,20140701T000000,165050,3,1.0,1200,8514,1.0,0,0,3,7,1200,0,1959,0,98022,47.2043,-122.008,1210,8985
7686203385,20150326T000000,204000,3,1.0,980,8000,1.0,0,0,4,6,980,0,1954,0,98198,47.42,-122.317,1240,8000
7875400050,20140827T000000,212000,3,1.5,1060,9225,1.0,0,0,4,7,1060,0,1955,0,98003,47.3217,-122.318,1270,9375
7806210250,20150406T000000,235000,4,1.75,1920,9350,1.0,0,0,4,7,1000,920,1977,0,98002,47.292,-122.195,1910,8400
4006000281,20140729T000000,227000,3,1.75,2380,12681,1.0,0,0,1,6,1380,1000,1918,0,98118,47.5294,-122.279,1720,6377
7895500070,20150213T000000,240000,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800
6083000050,20140613T000000,235000,3,1.75,1900,8540,1.0,0,0,3,6,950,950,1980,0,98168,47.4868,-122.303,1370,10204
8091411120,20140717T000000,220000,3,2.25,1400,7205,1.0,0,0,3,7,1140,260,1985,0,98030,47.349,-122.166,1970,7252
7129304200,20141222T000000,200000,2,1.0,920,5250,1.0,0,0,4,6,920,0,1906,0,98118,47.5177,-122.266,1210,5250
3163600130,20150317T000000,234900,3,1.0,1250,8000,1.0,0,0,3,7,1250,0,1956,0,98146,47.5065,-122.337,1040,6973
8732190380,20150414T000000,231000,3,1.75,1220,8817,1.0,0,0,3,7,1220,0,1978,0,98023,47.3111,-122.396,2000,8028
1450100020,20150209T000000,208000,3,1.0,1300,7420,1.0,0,0,4,6,1300,0,1960,0,98002,47.2899,-122.219,1250,7420
2946003580,20141119T000000,203000,3,1.5,1370,7500,1.0,0,0,3,7,1080,290,1958,0,98198,47.4167,-122.322,1400,7500
4060000440,20150204T000000,241000,3,1.0,880,6050,1.0,0,0,3,6,880,0,1945,0,98178,47.4995,-122.248,1130,6050
2621600015,20150121T000000,120000,3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,0,98030,47.3865,-122.217,1492,8924
8018600880,20140611T000000,110000,2,1.0,800,15000,1.0,0,0,3,6,800,0,1927,0,98168,47.4932,-122.316,1170,15000
1523049207,20150114T000000,220000,4,2.0,1700,8043,1.0,0,0,3,7,850,850,1954,0,98168,47.4758,-122.288,1540,13260
1442800150,20150120T000000,199950,3,3.0,1530,2132,2.0,0,0,3,8,1530,0,1993,0,98038,47.3746,-122.056,1530,3384
5462100240,20140625T000000,196500,3,1.0,1320,9000,1.0,0,0,3,7,1320,0,1966,0,98001,47.3461,-122.272,1320,9800
3224800075,20141124T000000,234000,3,1.75,1420,8738,1.0,0,0,4,7,1420,0,1966,0,98002,47.3113,-122.207,1660,8738
3977630130,20150325T000000,146300,3,1.0,1200,9668,1.0,0,0,5,6,1200,0,1975,0,98092,47.3156,-122.128,1200,9800
1423700680,20150226T000000,190000,3,1.75,1390,7700,1.0,0,0,5,7,1390,0,1965,0,98058,47.4559,-122.183,1260,7700
4345000170,20150504T000000,210000,3,2.75,1320,15236,1.0,0,0,3,7,880,440,1995,0,98030,47.365,-122.184,1490,8351
7942300070,20140915T000000,229900,4,1.75,1550,9899,1.0,0,0,4,7,1550,0,1967,0,98030,47.3583,-122.183,1500,11272
4440400155,20150106T000000,190000,3,1.0,1280,5100,1.0,0,0,3,7,880,400,1961,0,98178,47.5035,-122.259,1360,6120
2122700120,20140820T000000,235000,3,1.0,2230,8163,1.0,0,0,3,7,1230,1000,1966,0,98118,47.5215,-122.275,2380,6874
8643000225,20150506T000000,225000,5,1.5,1790,11656,2.0,0,0,3,7,1790,0,1963,0,98198,47.3961,-122.308,2040,9790
7657000540,20140902T000000,165000,4,1.0,1220,7980,1.5,0,0,3,6,1220,0,1944,0,98178,47.4924,-122.237,1210,7920
7657600195,20141105T000000,199950,3,1.0,1340,7260,1.5,0,0,3,6,1340,0,1944,0,98178,47.4934,-122.237,1210,7260
2190601049,20150429T000000,212000,3,1.5,1010,10000,1.0,0,0,4,7,1010,0,1973,0,98003,47.2881,-122.294,2420,34637
6661200320,20140723T000000,163500,2,1.5,1050,3419,2.0,0,0,3,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417
8651400580,20140920T000000,195000,3,1.5,1050,5525,1.0,0,0,5,6,1050,0,1969,0,98042,47.3608,-122.083,1100,5200
9133600135,20150211T000000,160000,4,2.25,1800,14722,1.0,0,0,3,7,1440,360,1962,0,98055,47.4874,-122.223,2400,10000
2970800130,20141009T000000,215000,3,1.0,810,5240,1.0,0,0,3,6,810,0,1942,0,98166,47.4734,-122.35,1700,5245
185000118,20150223T000000,212000,4,2.0,1880,7500,1.0,0,0,5,6,980,900,1946,0,98178,47.495,-122.266,1670,14350
8645500360,20150311T000000,197000,4,2.25,1790,13200,1.0,0,0,3,7,1220,570,1979,0,98058,47.4672,-122.185,1740,8950
5016003230,20150218T000000,169317,2,1.0,790,4000,1.0,0,2,3,7,790,0,1908,0,98112,47.6248,-122.301,1700,4200
5151600040,20140911T000000,200126,3,2.5,2040,15463,1.0,0,0,3,8,1340,700,1968,0,98003,47.3334,-122.322,2370,12672
2787320620,20141010T000000,222000,3,1.75,1370,8280,1.0,0,0,4,7,1370,0,1980,0,98031,47.4096,-122.172,1850,7820
1443500905,20150205T000000,219950,3,1.0,1020,4960,1.5,0,0,3,6,920,100,1926,0,98118,47.5328,-122.275,1230,7335
1823049202,20140610T000000,175000,6,1.5,1930,8400,1.0,0,0,3,7,1030,900,1971,0,98146,47.4869,-122.34,1780,9520
3004800175,20150416T000000,165000,3,1.0,1050,5156,1.5,0,0,3,7,1050,0,1919,0,98106,47.5169,-122.358,1050,5502
425400115,20140715T000000,237000,3,1.0,1160,6132,1.0,0,0,4,7,1160,0,1958,0,98056,47.5015,-122.173,1280,6132
646910150,20150326T000000,183750,3,2.5,1770,3451,2.0,0,0,3,7,1770,0,2004,0,98055,47.4325,-122.197,1490,2138
1682000350,20140708T000000,148226,3,1.0,1400,7360,1.0,0,0,4,7,1400,0,1968,0,98092,47.3123,-122.186,1600,8030
1207200010,20150318T000000,245000,4,2.0,1830,10416,1.0,0,0,3,7,1370,460,1958,0,98146,47.4878,-122.341,1830,9271
2926049376,20150420T000000,220000,2,1.0,1060,10423,1.5,0,0,3,7,1060,0,1965,0,98125,47.705,-122.313,2240,10200
3122069029,20140619T000000,120000,2,1.0,990,39964,1.0,0,0,2,4,990,0,1945,0,98042,47.3577,-122.085,1560,8990
8944300110,20150108T000000,218250,3,1.0,1270,7344,1.0,0,0,3,7,970,300,1967,0,98023,47.305,-122.371,1290,7300
3980300371,20140926T000000,142000,0,0.0,290,20875,1.0,0,0,1,1,290,0,1963,0,98024,47.5308,-121.888,1620,22850
1320069163,20150304T000000,243000,3,1.0,1480,15416,1.0,0,2,4,8,1480,0,1955,0,98022,47.2142,-121.987,1190,10758
2734100732,20141015T000000,216650,3,3.5,1480,1077,2.0,0,0,3,7,1300,180,2007,0,98109,47.5421,-122.322,1140,2003
3313600077,20140919T000000,185000,3,1.0,1320,7155,1.0,0,0,4,6,1320,0,1961,0,98002,47.2857,-122.22,1070,8100
723049158,20150313T000000,135000,4,1.0,1460,18599,1.5,0,0,3,5,1460,0,1940,0,98146,47.5006,-122.351,1320,8100
2658000215,20140812T000000,207000,2,1.0,820,4860,1.0,0,0,5,6,820,0,1955,0,98118,47.5298,-122.271,1240,6000
100600550,20140804T000000,226500,3,1.5,1300,7370,1.0,0,0,4,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500
5379805475,20140609T000000,234999,3,1.0,1330,8912,1.0,0,0,3,6,1330,0,1948,0,98188,47.4493,-122.274,1200,8913
3750606890,20140626T000000,220000,3,1.5,1660,15600,2.0,0,0,3,7,1660,0,1981,0,98001,47.2589,-122.279,1660,14400
5437810360,20141107T000000,224500,3,1.75,1300,7735,1.0,0,0,4,7,1300,0,1980,0,98022,47.1983,-122.0,1300,8941
1022049182,20150428T000000,175000,1,1.0,620,8685,1.0,0,0,4,5,620,0,1976,0,98198,47.4095,-122.29,1300,12150
8731800210,20140711T000000,235000,3,2.5,2350,9051,1.0,0,0,4,8,1570,780,1966,0,98023,47.3126,-122.364,2270,8748
2013801086,20150513T000000,245000,3,1.5,1340,7391,1.0,0,0,4,7,1340,0,1966,0,98198,47.3837,-122.317,1300,7391
8651440740,20150121T000000,219000,3,1.5,1740,5200,1.0,0,0,4,7,1060,680,1977,0,98042,47.3657,-122.094,1540,5200
8732160240,20141017T000000,223000,3,1.75,1360,10573,1.0,0,0,4,7,1360,0,1984,0,98023,47.2983,-122.374,1580,8280
3340401555,20141105T000000,235000,4,1.5,1690,11054,1.0,0,0,4,5,1690,0,1930,0,98055,47.4667,-122.215,1690,9040
2329600040,20141118T000000,158000,3,1.5,990,8925,1.0,0,0,4,7,990,0,1962,0,98003,47.3294,-122.331,1360,8625
5198600005,20150505T000000,195000,3,1.5,1200,7800,1.0,0,0,4,7,1200,0,1958,0,98002,47.3137,-122.212,1390,8415
806000020,20150310T000000,203000,3,1.5,1200,9120,1.0,0,0,3,7,1000,200,1963,0,98055,47.4545,-122.187,1640,9200
3750600566,20141215T000000,199950,2,1.75,870,18537,1.0,0,0,4,6,870,0,1946,0,98001,47.275,-122.278,1300,22800
9406500540,20140630T000000,243000,2,1.5,1068,1758,2.0,0,0,3,7,1068,0,1990,0,98028,47.7527,-122.244,1078,1315
2422049104,20140915T000000,85000,2,1.0,830,9000,1.0,0,0,3,6,830,0,1939,0,98032,47.3813,-122.243,1160,7680
7883603425,20140529T000000,155000,3,1.0,1250,6250,1.0,0,0,2,7,1030,220,1949,0,98108,47.5292,-122.323,1130,6250
2545900050,20140509T000000,234950,3,1.0,1360,9948,1.0,0,0,3,6,1360,0,1977,0,98010,47.3422,-122.053,1670,8475
3670500605,20140908T000000,200000,3,1.0,1010,8108,1.0,0,0,3,7,1010,0,1955,0,98155,47.735,-122.309,1110,8108
8078490090,20150508T000000,245000,3,1.75,1670,11452,1.0,0,2,3,8,1670,0,1992,0,98022,47.1913,-122.015,1820,11152
8658300455,20141118T000000,225000,3,1.5,1390,12500,1.0,0,0,4,6,1390,0,1976,0,98014,47.6496,-121.908,1390,9000
3361401025,20141126T000000,207000,2,1.0,1130,8160,1.0,0,0,4,6,1130,0,1952,0,98168,47.4997,-122.317,1060,6120
7135300275,20140904T000000,185000,1,1.0,720,5000,1.0,0,0,4,6,720,0,1908,0,98118,47.5289,-122.272,1170,5000
3329530480,20140701T000000,241000,3,2.0,1770,7000,1.0,0,0,3,7,1770,0,1986,0,98001,47.3321,-122.261,1510,10462
3327000140,20140617T000000,235000,3,1.75,1190,7280,1.0,0,0,4,7,1190,0,1968,0,98092,47.3151,-122.19,1250,7800
8651400730,20150428T000000,191000,3,1.0,840,5525,1.0,0,0,5,6,840,0,1969,0,98042,47.3607,-122.085,920,5330
4131500140,20150212T000000,175000,5,1.75,1680,8400,1.0,0,0,4,7,1680,0,1979,0,98003,47.3035,-122.307,1800,8550
8651401960,20150413T000000,179950,4,1.5,1130,5200,1.0,0,0,3,6,1130,0,1968,0,98042,47.3616,-122.089,1140,5200
5469300270,20140506T000000,234000,3,1.75,1490,8366,1.0,0,0,4,7,1010,480,1975,0,98042,47.375,-122.14,1490,7469
6386600170,20141001T000000,217000,3,1.5,1860,8505,1.0,0,0,4,7,1860,0,1967,0,98023,47.3106,-122.365,1810,8262
7466900320,20150304T000000,242000,3,1.75,1300,9856,1.0,0,0,4,7,1300,0,1962,0,98003,47.3448,-122.298,1400,9600
1545803890,20141231T000000,240000,3,1.75,1590,7931,1.0,0,0,3,7,1190,400,1979,0,98038,47.3628,-122.05,1680,7931
7272000260,20141113T000000,210500,3,1.0,1840,10178,1.0,0,0,3,7,1040,800,1960,0,98198,47.3979,-122.317,2040,10660
2172000750,20140527T000000,160000,2,1.0,1180,9350,1.0,0,0,3,6,1180,0,1918,0,98178,47.4889,-122.259,1780,9306
2722049092,20150108T000000,240000,4,1.5,1780,14810,1.0,0,0,4,8,1180,600,1950,0,98032,47.3581,-122.288,1450,6728
7967200290,20140530T000000,190000,3,2.25,1590,11745,1.0,0,0,3,7,1090,500,1978,0,98001,47.3553,-122.28,1540,12530
2414600400,20140805T000000,210000,2,2.0,1190,7570,1.0,0,0,3,6,1190,0,1939,0,98146,47.5113,-122.338,1190,7635
4239400960,20141212T000000,143000,3,1.0,1090,3315,1.0,0,0,4,6,1090,0,1969,0,98092,47.3159,-122.183,960,3120
2129700142,20140731T000000,201000,3,1.0,1010,25277,1.0,0,0,5,5,1010,0,1961,0,98019,47.7242,-121.951,1570,213879
8898700820,20140707T000000,170500,2,1.0,1060,7700,1.0,0,0,3,7,820,240,1981,0,98055,47.4599,-122.205,1370,8833
1003600080,20141107T000000,245000,3,1.0,1010,9678,1.0,0,0,5,7,1010,0,1955,0,98188,47.4396,-122.285,1010,9375
6143600555,20140609T000000,229950,4,1.75,1300,21000,1.0,0,0,4,7,1300,0,1969,0,98001,47.3067,-122.285,2120,9920
1685200190,20150115T000000,203000,3,1.75,1610,9000,1.0,0,0,4,7,1100,510,1978,0,98092,47.3187,-122.179,1610,8000
3826500730,20140922T000000,220000,4,2.5,2130,9100,1.0,0,0,3,8,1290,840,1978,0,98030,47.3815,-122.169,1770,7700
3751600030,20140717T000000,100000,2,1.0,770,17334,1.0,0,0,3,7,770,0,1978,0,98001,47.2997,-122.269,1480,17334
8945200860,20141211T000000,180000,3,1.0,1384,8960,1.0,0,0,4,6,1384,0,1965,0,98023,47.3062,-122.371,1000,8470
423000035,20141124T000000,225000,3,1.0,960,6500,1.0,0,0,4,5,960,0,1954,0,98056,47.497,-122.171,1150,6500
8651430560,20140522T000000,180000,3,1.0,870,5330,1.0,0,0,3,6,870,0,1969,2014,98042,47.369,-122.077,840,5200
3423049165,20150331T000000,240000,3,1.0,1270,12733,1.0,0,0,3,7,1270,0,1955,0,98188,47.445,-122.276,1660,11536
4388000140,20140729T000000,194000,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532
5530000030,20150126T000000,233000,4,2.0,2130,9579,1.0,0,0,4,7,1250,880,1968,0,98001,47.3069,-122.271,1590,9800
2325069054,20140521T000000,225000,2,1.0,1396,111949,1.0,0,0,3,7,1396,0,1940,1997,98053,47.6374,-122.007,2020,111949
2019200220,20140923T000000,160000,3,2.25,1470,8682,1.0,0,0,3,7,1160,310,1985,0,98003,47.2729,-122.299,1670,8359
7689600215,20141017T000000,202500,3,1.0,1120,8576,1.0,0,0,3,6,1120,0,1943,0,98178,47.4896,-122.248,1050,8812
8945000910,20150326T000000,184000,3,1.0,1100,8680,1.0,0,0,3,6,1100,0,1962,0,98023,47.3072,-122.363,1100,9220
4059400190,20141017T000000,225000,2,1.0,800,6050,1.0,0,0,4,6,800,0,1944,0,98178,47.5001,-122.242,880,6050
179001046,20140508T000000,229000,3,2.5,1190,3000,2.0,0,0,3,7,1190,0,2002,0,98178,47.4933,-122.275,1190,3000
3298700426,20140709T000000,226550,3,1.0,990,4440,1.0,0,0,3,6,990,0,1943,0,98106,47.522,-122.354,990,6771
1446403835,20141103T000000,189000,2,1.0,790,7128,1.0,0,0,3,6,790,0,1944,0,98168,47.4873,-122.324,1110,7150
3520069033,20140623T000000,230000,3,1.0,1530,389126,1.5,0,0,4,7,1530,0,1919,0,98022,47.1776,-122.011,1768,42148
1320069249,20141020T000000,192500,1,1.0,470,63737,1.0,0,2,5,5,470,0,1924,0,98022,47.2163,-121.984,1350,46762
3751602249,20150305T000000,205000,4,1.0,1340,7920,1.0,0,0,4,7,1340,0,1970,0,98001,47.2845,-122.267,1090,9600
6052400575,20140514T000000,175000,2,1.0,1170,8925,1.0,0,2,3,6,1170,0,1911,0,98198,47.4017,-122.321,1380,7440
5379805120,20150424T000000,213000,2,1.0,740,7380,1.0,0,0,4,6,740,0,1951,0,98188,47.4481,-122.278,1500,10075
3336500140,20140919T000000,208800,3,2.5,1390,2450,2.0,0,0,3,7,1390,0,2009,0,98118,47.5298,-122.269,1390,2450
7878400043,20140805T000000,185000,3,1.75,1080,9262,1.0,0,0,3,7,1080,0,1968,0,98178,47.4883,-122.248,1090,9262
114700150,20141114T000000,236000,3,1.75,1560,10919,1.0,0,0,3,7,1560,0,1975,0,98023,47.2917,-122.366,1730,10919
7905400040,20140711T000000,206000,3,1.75,1140,9800,1.0,0,0,4,7,1140,0,1968,0,98001,47.3063,-122.27,1370,9800
8151600470,20140804T000000,121800,2,1.0,940,8384,1.0,0,0,3,5,940,0,1947,0,98146,47.5065,-122.364,1290,8384
1721059069,20140717T000000,235000,3,2.0,1110,8724,1.0,0,0,4,7,1110,0,1990,0,98002,47.3056,-122.206,1390,7750
6303401365,20140603T000000,210000,3,1.0,1110,7962,1.0,0,0,3,7,1110,0,1962,0,98146,47.5035,-122.36,1200,8094
1565100010,20150327T000000,225000,3,2.25,1590,9200,1.0,0,0,4,7,1110,480,1979,0,98092,47.2917,-122.184,1880,9200
1796350690,20140820T000000,245000,3,2.0,1390,8250,1.0,0,0,3,7,1390,0,1987,0,98042,47.3707,-122.094,1390,7875
13001991,20140902T000000,207000,3,2.5,1520,2550,2.0,0,0,3,7,1520,0,2005,0,98108,47.5245,-122.33,1460,2550
8651441620,20141023T000000,210000,3,1.5,1160,5200,1.0,0,0,5,7,1160,0,1970,0,98042,47.364,-122.094,1170,5200
717000225,20141028T000000,235000,2,2.0,870,6450,1.0,0,0,4,6,740,130,1954,0,98118,47.5354,-122.278,1640,5775
5702380780,20150422T000000,240000,3,1.75,1540,6687,1.0,0,0,3,7,1200,340,1991,0,98022,47.1938,-121.981,1540,7242
1352300990,20140826T000000,126000,1,1.0,610,4400,1.0,0,0,3,5,610,0,1922,0,98055,47.4865,-122.197,1090,4930
4031000520,20141125T000000,227000,1,2.0,1150,9812,1.0,0,0,4,7,1150,0,1962,0,98001,47.2951,-122.284,1200,9812
3812400657,20141204T000000,160000,3,1.0,1200,8360,1.0,0,0,2,6,1200,0,1948,0,98118,47.5414,-122.281,1570,6823
8732040180,20141219T000000,245000,4,1.75,1930,7650,1.0,0,0,4,8,1280,650,1981,0,98023,47.3078,-122.386,1860,8800
3353400120,20140701T000000,174000,2,1.0,900,13531,1.0,0,0,3,6,900,0,1979,0,98001,47.2616,-122.251,1767,8308
1423200110,20150513T000000,180000,2,1.0,800,9450,1.0,0,0,3,6,800,0,1958,0,98058,47.4563,-122.184,1090,9450
7883601155,20140530T000000,240000,3,2.0,1330,6000,1.0,0,0,4,7,630,700,1900,0,98108,47.5255,-122.327,1140,6000
3523029059,20140731T000000,181000,2,1.5,1560,10807,1.0,0,0,2,7,1560,0,1949,0,98070,47.4444,-122.509,1660,196591
7116000425,20141125T000000,150000,2,1.0,720,4120,1.0,0,0,5,5,720,0,1915,0,98002,47.303,-122.217,940,6180
7116000225,20150220T000000,190000,3,1.0,1510,8760,1.0,0,0,4,6,1510,0,1946,0,98002,47.3015,-122.216,1040,7828
9407600250,20150327T000000,211000,3,2.0,1060,7412,1.0,0,0,3,7,1060,0,1987,0,98038,47.3897,-122.051,1080,7093
13002460,20150318T000000,205000,2,1.75,1740,5100,1.0,0,0,3,6,580,1160,1915,0,98108,47.5211,-122.33,1440,5100
9476200650,20150416T000000,245000,2,1.0,1020,7679,1.0,0,0,5,6,1020,0,1942,0,98056,47.4915,-122.188,1280,6497
2721059173,20150309T000000,204555,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,98092,47.2737,-122.153,2400,21715
16000435,20150316T000000,218500,2,1.0,1600,8961,1.0,0,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798
1446404015,20140620T000000,200000,2,1.0,860,6600,1.0,0,0,5,6,860,0,1949,0,98168,47.4878,-122.324,1030,6732
9382200121,20140718T000000,187300,2,1.0,1310,7697,1.0,0,0,3,6,850,460,1950,0,98146,47.4982,-122.348,1270,6410
1421069123,20140909T000000,214000,3,1.0,1020,9147,1.0,0,0,4,6,1020,0,1900,1965,98010,47.3127,-122.002,1600,9700
6874200960,20150227T000000,170000,2,1.0,860,5265,1.0,0,0,3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775
7227501645,20140603T000000,230000,3,2.0,1440,5600,1.0,0,0,4,6,720,720,1942,2007,98056,47.4947,-122.185,1120,5700
1446403145,20150122T000000,170000,2,1.0,1240,9900,1.0,0,0,3,7,940,300,1950,0,98168,47.4862,-122.326,1050,9375
